timestamp	phase	worker	class_name	block	seed	task	sub_task	steps	termination_status	source	agent_dir	agent_pos	reward	action_space	observation_space
20200225T181725.921860	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3713630467	3330	0	100	DONE	NEXT	0	[5 5]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181727.989245	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	1869001892	3332	0	100	DONE	NEXT	1	[6 2]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181728.850743	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2459932629	3334	0	100	DONE	NEXT	3	[2 3]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181728.950347	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	1525199812	3337	0	12	DONE	NEXT	1	[6 5]	0.892	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181728.990848	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2446081482	3338	0	4	DONE	NEXT	2	[1 1]	0.964	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181729.188721	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2127901290	3339	0	11	DONE	NEXT	0	[7 1]	0.901	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181731.351940	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	401485614	3340	0	100	DONE	NEXT	0	[8 2]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181732.283239	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3243415358	3342	0	100	DONE	NEXT	0	[8 1]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181735.475502	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3552295560	3344	0	100	DONE	NEXT	0	[8 2]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181735.970754	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2853777118	3346	0	100	DONE	NEXT	1	[11  7]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181738.236347	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	706561161	3348	0	100	DONE	NEXT	2	[6 4]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181739.027624	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	4074862394	3350	0	100	DONE	NEXT	1	[2 5]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181740.868155	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	4170517441	3352	0	100	DONE	NEXT	0	[ 7 10]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181741.376531	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	830101919	3354	0	100	DONE	NEXT	0	[5 7]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181743.225583	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2868958273	3356	0	100	DONE	NEXT	1	[ 7 11]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181743.824591	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3302435955	3358	0	100	DONE	NEXT	2	[7 4]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
